Title,Company,Location,Apply
.NET Technical Architect (H/F),EY,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/net-technical-architect-h-f-at-ey-3877239567?position=6&pageNum=12&refId=%2BHb6mRcPib6Z2ata9yaGKQ%3D%3D&trackingId=n2Q9YycuhZ1qrWGUu8S9nA%3D%3D&trk=public_jobs_jserp-result_search-card
Un Ingenieur Integration Devops Senior (F/H),Sofrecom Tunisie,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/un-ing%C3%A9nieur-int%C3%A9gration-devops-senior-f-h-at-sofrecom-tunisie-3901334026?position=7&pageNum=12&refId=%2BHb6mRcPib6Z2ata9yaGKQ%3D%3D&trackingId=rf74p0C2PpYtb4aWW4GX9w%3D%3D&trk=public_jobs_jserp-result_search-card
Technical Lead .NET/Angular (H/F),EY,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/technical-lead-net-angular-h-f-at-ey-3877240366?position=8&pageNum=12&refId=%2BHb6mRcPib6Z2ata9yaGKQ%3D%3D&trackingId=qAhzdb1BFmbA9lbZk39swg%3D%3D&trk=public_jobs_jserp-result_search-card
Team Leader Fullstack Java JEE/Angular,Binit Nearshore Services (BinitNS),"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-leader-fullstack-java-jee-angular-at-binit-nearshore-services-binitns-3887058212?position=9&pageNum=12&refId=%2BHb6mRcPib6Z2ata9yaGKQ%3D%3D&trackingId=i3aUQmpLpDayMr%2BM79ouTA%3D%3D&trk=public_jobs_jserp-result_search-card
Developpeur senior (Laravel / Vue.Js),Xenius Consulting,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/d%C3%A9veloppeur-senior-laravel-vue-js-at-xenius-consulting-3906614566?position=10&pageNum=12&refId=%2BHb6mRcPib6Z2ata9yaGKQ%3D%3D&trackingId=cOlnZXMnrR%2BA933e630D6A%3D%3D&trk=public_jobs_jserp-result_search-card
Techlead en developpement Fullstack springboot/Front Angular - minimum 5 ans experience,SEBAIXIA,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/techlead-en-d%C3%A9veloppement-fullstack-springboot-front-angular-minimum-5-ans-exp%C3%A9rience-at-sebaixia-3899094177?position=1&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=6S4lI1JLL9ZBKKMgJ1v0fw%3D%3D&trk=public_jobs_jserp-result_search-card
Ingenieur developpement IBM Planning Analytics,Sofrecom Tunisie,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-d%C3%A9veloppement-ibm-planning-analytics-at-sofrecom-tunisie-3904200916?position=2&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=9eEKR9zDGchgn9TFhdNuGA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Lead Developer,ITEC,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-lead-developer-at-itec-3869247303?position=4&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=WE%2FIp%2BNCLOwkd5elBmOZ%2Fw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software QA Engineer,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-software-qa-engineer-at-vneuron-risk-compliance-3865280463?position=5&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=8q%2BS96owmNJkBW5ktEuL0A%3D%3D&trk=public_jobs_jserp-result_search-card
Senior React Native Developer (m/f/d),Jobflow GmbH,Tunisia,https://tn.linkedin.com/jobs/view/senior-react-native-developer-m-f-d-at-jobflow-gmbh-3889709618?position=6&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=nWc6%2BAxXTkbVflV4ls0KSw%3D%3D&trk=public_jobs_jserp-result_search-card
Poste #6 : Devops / infrastructure,PixiMind,"Sfax, Sfax, Tunisia",https://tn.linkedin.com/jobs/view/poste-%236-devops-infrastructure-at-piximind-3889184760?position=7&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=5S0BGE%2FkmRaI1IOYQakEjA%3D%3D&trk=public_jobs_jserp-result_search-card
Ingenieur systeme,Sopra Steria,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-at-sopra-steria-3824551125?position=8&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=BRLaQCKoi2zJ%2BAfTLrsSLw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Data Engineer,Quantylix,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-data-engineer-at-quantylix-3870527985?position=9&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=oMKz%2BrYEwS1ZISB38h0OnA%3D%3D&trk=public_jobs_jserp-result_search-card
Environmental Test Engineer,Casco Automotive Group - An Amphenol Company,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/environmental-test-engineer-at-casco-automotive-group-an-amphenol-company-3878193475?position=10&pageNum=13&refId=hrhOpvvpcuwDKBf7aDiCYw%3D%3D&trackingId=qhc2iBMQriMNKLosz7b6ig%3D%3D&trk=public_jobs_jserp-result_search-card
Ingenieur systeme,Sopra Steria,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-at-sopra-steria-3824551125?position=1&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=cZaoptUZacYlbOtittwKrQ%3D%3D&trk=public_jobs_jserp-result_search-card
Environmental Test Engineer,Casco Automotive Group - An Amphenol Company,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/environmental-test-engineer-at-casco-automotive-group-an-amphenol-company-3878193475?position=2&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=OMj7P6y%2FpMr8yVqKytI%2BpQ%3D%3D&trk=public_jobs_jserp-result_search-card
VBA Software developer,SEGULA Technologies,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/vba-software-developer-at-segula-technologies-3908696346?position=3&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=0bwf7XgcKVIzMvxIoL35bg%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Embedded Presales Engineer,Capgemini Engineering,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-embedded-presales-engineer-at-capgemini-engineering-3901330294?position=4&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=CMt289vSd6izkY%2FkxbuesQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Salesforce Developer,Logient,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-salesforce-developer-at-logient-3906630976?position=5&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=vf%2BjFxijlAm4I6%2BHsIy%2Brg%3D%3D&trk=public_jobs_jserp-result_search-card
"Developpeur(e) experimente(e) MERN React, Node, Mongo",TOP TECH,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/d%C3%A9veloppeur-e-exp%C3%A9riment%C3%A9-e-mern-react-node-mongo-at-top-tech-3892846253?position=6&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=97%2B8FiFHgfnn4VCql763IQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Embedded Presales Engineer,Capgemini Engineering,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-embedded-presales-engineer-at-capgemini-engineering-3901329817?position=7&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=7%2FLCy706mHr22%2FdHkDOJrA%3D%3D&trk=public_jobs_jserp-result_search-card
Cloud Expert Engineer with French,Acronis,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/cloud-expert-engineer-with-french-at-acronis-3892717191?position=8&pageNum=14&refId=2aYch3tmaGGrqMDtj9%2FQ1g%3D%3D&trackingId=zU%2B5c4gfzx9ujbnqmy7dzQ%3D%3D&trk=public_jobs_jserp-result_search-card
Developpeur Front Senior (Vue.Js/Nuxt Js),Xenius Consulting,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/d%C3%A9veloppeur-front-senior-vue-js-nuxt-js-at-xenius-consulting-3906625121?position=1&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=3j%2FI8GtWTqdwJUAcCrPyDw%3D%3D&trk=public_jobs_jserp-result_search-card
Ingenieur Devops,Sopra Steria,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-devops-at-sopra-steria-3824552010?position=2&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=gamQSriQbVbrKJhMj4laMA%3D%3D&trk=public_jobs_jserp-result_search-card
Expert en science de donnees / intelligence artificielle appliquee,TEHORA inc.,Tunisia,https://tn.linkedin.com/jobs/view/expert-en-science-de-donn%C3%A9es-intelligence-artificielle-appliqu%C3%A9e-at-tehora-inc-3906699494?position=3&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=Fhv8ykDKJAz%2FGjaBmTY%2FkQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior IAM Developer,Security Accent GmbH,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-iam-developer-at-security-accent-gmbh-3769983054?position=4&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=id3wpHfMLBcRcVCV6c1COg%3D%3D&trk=public_jobs_jserp-result_search-card
SAP Functional Developer (MM-SD),VEO Worldwide Services,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/sap-functional-developer-mm-sd-at-veo-worldwide-services-3908448105?position=5&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=73%2FuxreaMFsj3AMWpl9lEw%3D%3D&trk=public_jobs_jserp-result_search-card
Java Technical Lead,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/java-technical-lead-at-vneuron-risk-compliance-3818422522?position=6&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=e4hpazI%2Fg8H%2F8JlYT4d0LQ%3D%3D&trk=public_jobs_jserp-result_search-card
Team Manager - EMBEDDED SW DEVELOPMENT & TESTS (Automotive Domain),Capgemini Engineering,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-manager-embedded-sw-development-tests-automotive-domain-at-capgemini-engineering-3869763167?position=7&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=r5T27McdBijuKXUkYl7EIA%3D%3D&trk=public_jobs_jserp-result_search-card
Team Lead WordPress Expert/ Senior Front-End Developer / PHP Developer,Zerda Digital,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-lead-wordpress-expert-senior-front-end-developer-php-developer-at-zerda-digital-3896183159?position=9&pageNum=15&refId=rORJZHx5ecNrlB8ZZ7l0Ug%3D%3D&trackingId=O0PC6i0Ll44qZ%2F9wS3ufag%3D%3D&trk=public_jobs_jserp-result_search-card
IT System Admin - Project Delivery,Linedata,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/it-system-admin-project-delivery-at-linedata-3897160645?position=1&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=IDK0N6DTwcCqIxDCFp6p5w%3D%3D&trk=public_jobs_jserp-result_search-card
IT System Admin - Project Delivery,Linedata,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/it-system-admin-project-delivery-at-linedata-3631231364?position=2&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=7G77zOODFLYmFhF9qNfa4w%3D%3D&trk=public_jobs_jserp-result_search-card
Technical Services Consultant,Linedata,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/technical-services-consultant-at-linedata-3869723105?position=3&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=2KpH7nTqvrnM%2BHT9Jr%2BTGQ%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Presales Embedded,Capgemini Engineering,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-presales-embedded-at-capgemini-engineering-3901316816?position=4&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=QDQZ38yss%2FtKuZ0HRsZMGw%3D%3D&trk=public_jobs_jserp-result_search-card
Technical Services Consultant,Linedata,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/technical-services-consultant-at-linedata-3855382199?position=5&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=PqS%2BrEcn42zIzhqMeJ%2BNZw%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Manager IT ,Free2move,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-manager-it-%F0%9F%87%B9%F0%9F%87%B3-at-free2move-3863026391?position=6&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=ho5dR5jNooM9xg%2BlhnLhXw%3D%3D&trk=public_jobs_jserp-result_search-card
Experienced IT Manager,Free2move Tunisia,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/experienced-it-manager-at-free2move-tunisia-3886260558?position=7&pageNum=16&refId=y3s3COgpS14P%2FWuWwt0%2FNg%3D%3D&trackingId=x9pR5bULZghKy%2BHynQlYfg%3D%3D&trk=public_jobs_jserp-result_search-card
