Title,Company,Location,Apply
Technical Lead .NET/Angular (H/F),EY,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/technical-lead-net-angular-h-f-at-ey-3877240366?position=6&pageNum=14&refId=f%2FO%2BCV0kZFb8mzxryZKs3Q%3D%3D&trackingId=FahySHQxWRd6K%2BvBGtvGcQ%3D%3D&trk=public_jobs_jserp-result_search-card
VBA Software developer,SEGULA Technologies,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/vba-software-developer-at-segula-technologies-3902436712?position=7&pageNum=14&refId=f%2FO%2BCV0kZFb8mzxryZKs3Q%3D%3D&trackingId=TsNPaq7yWESMFAArKfa2hQ%3D%3D&trk=public_jobs_jserp-result_search-card
Team Leader Fullstack Java JEE/Angular,Binit Nearshore Services (BinitNS),"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-leader-fullstack-java-jee-angular-at-binit-nearshore-services-binitns-3887058212?position=8&pageNum=14&refId=f%2FO%2BCV0kZFb8mzxryZKs3Q%3D%3D&trackingId=nQicmbh%2FWUT3UxA%2FN3KjYQ%3D%3D&trk=public_jobs_jserp-result_search-card
Remote Technical Lead,Scopic,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/remote-technical-lead-at-scopic-3866314483?position=9&pageNum=14&refId=f%2FO%2BCV0kZFb8mzxryZKs3Q%3D%3D&trackingId=hvWX6Sktb0OA%2BF%2F4h6%2Fr2w%3D%3D&trk=public_jobs_jserp-result_search-card
Techlead en developpement Fullstack springboot/Front Angular - minimum 5 ans experience,SEBAIXIA,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/techlead-en-d%C3%A9veloppement-fullstack-springboot-front-angular-minimum-5-ans-exp%C3%A9rience-at-sebaixia-3899094177?position=10&pageNum=14&refId=f%2FO%2BCV0kZFb8mzxryZKs3Q%3D%3D&trackingId=EgLthT2T0SIJlKU9V6XeRw%3D%3D&trk=public_jobs_jserp-result_search-card
IngAnieur Devops,Sopra Steria,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/ing%C3%A9nieur-devops-at-sopra-steria-3824552010?position=1&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=9QbXDC7A88DrHcyzc%2FbnKA%3D%3D&trk=public_jobs_jserp-result_search-card
Senior IAM Developer,Security Accent GmbH,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-iam-developer-at-security-accent-gmbh-3769983054?position=2&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=eugyGCqMH2R8w9pPxnf7gA%3D%3D&trk=public_jobs_jserp-result_search-card
Java Technical Lead,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/java-technical-lead-at-vneuron-risk-compliance-3818422522?position=3&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=ezU%2F22%2BYraHp7MSNiw6pBw%3D%3D&trk=public_jobs_jserp-result_search-card
Stagiaire DevOps - PFE Y1Y3,Free2move,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/stagiaire-devops-pfe-%F0%9F%87%B9%F0%9F%87%B3-at-free2move-3868483988?position=4&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=q8abgO0gALc0zvrxSgZLXA%3D%3D&trk=public_jobs_jserp-result_search-card
Team Manager - EMBEDDED SW DEVELOPMENT & TESTS (Automotive Domain),Capgemini Engineering,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-manager-embedded-sw-development-tests-automotive-domain-at-capgemini-engineering-3869763167?position=5&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=8J1MJ9Ov19l%2BxmHb1BRhAA%3D%3D&trk=public_jobs_jserp-result_search-card
SRE / SecOps Engineer,Vneuron Risk & Compliance,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/sre-secops-engineer-at-vneuron-risk-compliance-3837053036?position=6&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=Yxfc15jx9vEZiQqxrRU1ew%3D%3D&trk=public_jobs_jserp-result_search-card
Senior Software Support L1/L2,Linedata,"Tunis, Tunisia",https://tn.linkedin.com/jobs/view/senior-software-support-l1-l2-at-linedata-3897158842?position=7&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=k2sO9rML8K4dFXwUDOIgQg%3D%3D&trk=public_jobs_jserp-result_search-card
Enseignant(e) en anglais,Choisir le QuAbec,Tunisia,https://tn.linkedin.com/jobs/view/enseignant-e-en-anglais-at-choisir-le-qu%C3%A9bec-3859900496?position=9&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=9nYUI2hKEpEfR%2BYw15fYiA%3D%3D&trk=public_jobs_jserp-result_search-card
Team Lead WordPress Expert/ Senior Front-End Developer / PHP Developer,Zerda Digital,"Tunis, Tunis, Tunisia",https://tn.linkedin.com/jobs/view/team-lead-wordpress-expert-senior-front-end-developer-php-developer-at-zerda-digital-3896183159?position=10&pageNum=15&refId=xsRV%2FbAyNhKzegUgZjtpQg%3D%3D&trackingId=cgR5GEVK3%2Bgqu%2F4KnP0p4g%3D%3D&trk=public_jobs_jserp-result_search-card
